index,type,metre,text
1151,test,J,"""ke hvězdám v nebes tiché přístavy."""
1152,test,J,"""Tak myslívám, když zlatě blýskavý"""
1153,test,J,"""se půlměsíček zjeví zraku,"""
1154,test,J,"""jak člun, jenž modrým mořem plyne"""
1155,test,J,"""a souhvězdími zodiaku"""
1156,test,J,"""se proplítá vždy k hvězdě jiné."""
1157,test,J,"""Mé v ouplněk zas rádo oko"""
1158,test,J,"""se v nocích jasných ponořívá,"""
1159,test,J,"""když měsíc, stoje převysoko,"""
1160,test,J,"""upřeně s výčitkou sem zírá."""
1161,test,J,"""On viděl ráj. Viděl, jak divá"""
1162,test,J,"""potopa spolkla zem. Jak čirá"""
1163,test,J,"""noc zahalila svět v den Golgaty."""
1164,test,J,"""Mně zdá se, že tam erb je bohatý"""
1165,test,J,"""zavěšen v paměť toho všeho,"""
1166,test,J,"""s postavou krále Davidovou,"""
1167,test,J,"""neb z královského rodu jeho"""
1168,test,J,"""byl ten, jejž Spasitelem zovou."""
1169,test,J,"""A já zas dalekohled beru,"""
1170,test,J,"""bych měsíc viděl více z blízka."""
1171,test,J,"""Mně připadá jak hřbitov v šeru,"""
1172,test,J,"""jak spousta mohyl, obrův hroby,"""
1173,test,J,"""v jichž lůno němé slunce blýská"""
1174,test,J,"""a ledovým je leskem zdobí."""
1175,test,J,"""Ni vzduchu tam, ni vody, života."""
1176,test,J,"""Tu tam se něco řítí, troskotá,"""
1177,test,J,"""jak pod zemí když krtek ryje,"""
1178,test,J,"""jak řícení se starých hrobů."""
1179,test,J,"""Co život – pod půdou se kryje"""
1180,test,J,"""podzemních život anaerobů."""
1181,test,J,"""Nad mořem stál tak rozkročený,"""
1182,test,J,"""jak Rhodský kolos. Nocí pýcha"""
1183,test,J,"""severních! Olbřím nebes! Zticha"""
1184,test,J,"""šla luna za mořských vln stěny,"""
1185,test,J,"""s ní obláčky dva šedobílé,"""
1186,test,J,"""jak vdova bledá v roušce chudé."""
1187,test,J,"""Teď zavlád’ on v své plné síle,"""
1188,test,J,"""vzpínaje témě ku zenitu,"""
1189,test,J,"""odvrácen od tichého polu,"""
1190,test,J,"""na pleci jedné světlo rudé,"""
1191,test,J,"""na druhé zlaté, skvoucí hravě,"""
1192,test,J,"""kol těla pás zlatého třpytu,"""
1193,test,J,"""meč krátký s pasu svislý dolů –"""
1194,test,J,"""velikán v trpasličím davě."""
1195,test,J,"""Pes Velký pod ním jako v skoku;"""
1196,test,J,"""modravé Siria v něm světlo"""
1197,test,J,"""jak vášeň vražedná v psím oku,"""
1198,test,J,"""když plaché kuře před ním vzlétlo."""
1199,test,J,"""Kus dále Prokyon, pes malý,"""
1200,test,J,"""se za svým pánem plazí tiše."""
1201,test,J,"""A před Olbřímem dále výše"""
1202,test,J,"""sbor Plejad teskně světélkuje"""
1203,test,J,"""– kuřátek houfec ustrašený –"""
1204,test,J,"""jakoby křídly třepotaly."""
1205,test,J,"""Po moři dole vichr duje,"""
1206,test,J,"""na vlnách víří bílé pěny"""
1207,test,J,"""a lůno vod je plno jeku."""
1208,test,J,"""Zda rozuměl jsem báji staré,"""
1209,test,J,"""jež vznikla v Řeků čilé lebi,"""
1210,test,J,"""a cítil smyšlenky jich jaré,"""
1211,test,J,"""tak vídali jej v dávnověku"""
1212,test,J,"""hellenští plavci na svém nebi,"""
1213,test,J,"""na moři spředli bájku onu,"""
1214,test,J,"""již Pindar vypravuje v písni:"""
1215,test,J,"""jak za dcerami se Pleionu"""
1216,test,J,"""pět let Orion, lovec divý,"""
1217,test,J,"""po světě honil, až v té tísni"""
1218,test,J,"""Zeus sám je ukryl v nebes nivy."""
1219,test,J,"""I šel jsem na hvězdárnu honem,"""
1220,test,J,"""jež pýchou severního Kielu."""
1221,test,J,"""Mne mistr přijal vlídným tónem"""
1222,test,J,"""a ukázal mi Oriona divy."""
1223,test,J,"""Pochváliv refraktora sílu"""
1224,test,J,"""vykládal mistr přívětivý,"""
1225,test,J,"""jak v půli Olbřímova těla"""
1226,test,J,"""tři hvězdy příčnou čarou stojí,"""
1227,test,J,"""jichž jména Jakubova hole"""
1228,test,J,"""– pás Orionův bájka děla –"""
1229,test,J,"""pod nimi zřít už v slabém stroji,"""
1230,test,J,"""jak mlhovina prokmitává,"""
1231,test,J,"""kde Orionův meč je dole."""
1232,test,J,"""V silnějším stroji mlha svítí,"""
1233,test,J,"""jen v prostředku je propast tmavá;"""
1234,test,J,"""tam čtyři hvězdy snadno zříti,"""
1235,test,J,"""jež pravidelný čtverhran tvoří"""
1236,test,J,"""– to trapez Orionův známý;"""
1237,test,J,"""a kde se v mlhu druhá propast boří,"""
1238,test,J,"""to místo jméno má „lví tlamy“."""
1239,test,J,"""Kol trapezu se mlhy vinou,"""
1240,test,J,"""jich vidět pravidelné pruhy,"""
1241,test,J,"""jež stočeny jsou do spirálky"""
1242,test,J,"""a odtud z velikého víru"""
1243,test,J,"""se rozbíhají v nebes tahy,"""
1244,test,J,"""do nekonečné řidnou dálky;"""
1245,test,J,"""pomalu blednou, oku hynou,"""
1246,test,J,"""až konečně se oku ztrácí."""
1247,test,J,"""Pohádka těžká všehomíru."""
1248,test,J,"""Že plyny jsou to v žhavé práci,"""
1249,test,J,"""jež jedno dílo v celek víže,"""
1250,test,J,"""to nad pochybnost dokázáno."""
1251,test,J,"""To oku zříti bylo přáno."""
1252,test,J,"""Tu stál jsem věčným tajům blíže."""
1253,test,J,"""A zas jsem kráčel dolů k moři."""
1254,test,J,"""Co plavec sobě smyslil řecký"""
1255,test,J,"""o lovci krutém, Plejad hoři,"""
1256,test,J,"""to dětských časů nápad dětský."""
1257,test,J,"""Co oko ozbrojené vidí,"""
1258,test,J,"""nám mysl v jiné strany řídí."""
1259,test,J,"""Kde v Orionu mlha stojí,"""
1260,test,J,"""tam síly veliké jsou v boji,"""
1261,test,J,"""tam věci veliké se strojí."""
1262,test,J,"""Tam jedna z věkověčných dílen,"""
1263,test,J,"""kde život světa, věčně pilen,"""
1264,test,J,"""a neumorně tvoře, robě"""
1265,test,J,"""a maře zas, se kochá v sobě."""
1266,test,J,"""Snad spoutány tam vlasatice,"""
1267,test,J,"""jichž ohony, se mrskajíce,"""
1268,test,J,"""ve víru ohromném se válí"""
1269,test,J,"""a točí v prázdné jakés dáli,"""
1270,test,J,"""až silou odstředivou hnány"""
1271,test,J,"""zas rozlétnou se rozpoutány,"""
1272,test,J,"""do soustav sluncí vniknou různých,"""
1273,test,J,"""že hvězdy jedny žárem vzplanou"""
1274,test,J,"""a jiné vybočíce stranou"""
1275,test,J,"""utuhnou rychle v mrazech hrůzných,"""
1276,test,J,"""a soustav blízkých měsícové,"""
1277,test,J,"""jak prášky v letu otřeseni,"""
1278,test,J,"""se motajíce běh svůj změní,"""
1279,test,J,"""až zvolna najdou dráhy nové."""
1280,test,J,"""Snad v mlhovin těch jasném víru"""
1281,test,J,"""spí útvar jasný všehomíru"""
1282,test,J,"""a síly, které v středu stojí,"""
1283,test,J,"""je ve stálice jasné spojí,"""
1284,test,J,"""v souhvězdí formu velekrásnou,"""
1285,test,J,"""že bydlitelé sluncí zžasnou. –"""
1286,test,J,"""Záhubě nikdo neubíhá."""
1287,test,J,"""Na Oriona osud číhá;"""
1288,test,J,"""i bez katastrof v času toku"""
1289,test,J,"""stálice jeho, dnesky rudé,"""
1290,test,J,"""vychladnou, shasnou, zmizí oku;"""
1291,test,J,"""vše přijde jiné do polohy,"""
1292,test,J,"""hůl Jakubova trojhran bude,"""
1293,test,J,"""pás zmizí, ramena i nohy."""
1294,test,J,"""Olbříma vnuci nepoznají,"""
1295,test,J,"""souhvězdí samo bude – bájí."""
1296,test,J,"""Co myslíte? Mám nápad divný."""
1297,test,J,"""Dám arkýř vymalovat znova,"""
1298,test,J,"""mně pohled naň už přeprotivný."""
1299,test,J,"""Jest obnošen, jak všední slova,"""
1300,test,J,"""jak všecky rýmovačky staré,"""
1301,test,J,"""jak hudba melodických tónů."""
1302,test,J,"""Jen nové jesti silné, jaré,"""
1303,test,J,"""nám třeba nových visiónů."""
1304,test,J,"""Ba, věřte mi, i celé nebe,"""
1305,test,J,"""ten měsíc i ty hvězdy zlaté"""
1306,test,J,"""jsou otřepány, z módy vzaté."""
1307,test,J,"""A mne ta fádnost přímo zebe."""
1308,test,J,"""Dám vymalovat nebes báni,"""
1309,test,J,"""jak viděti ji se Saturna,"""
1310,test,J,"""už malíř skizzy k tomu shání."""
1311,test,J,"""Tu za večera, za pochmurna"""
1312,test,J,"""v arkýři sednu potom sobě"""
1313,test,J,"""a patřit budu v nebe jiné."""
1314,test,J,"""Tam oblouk duhy ve podobě"""
1315,test,J,"""se nad obzorem stále vine"""
1316,test,J,"""a nad ním druhý, nad tím třetí"""
1317,test,J,"""v ohromném širém rozepjetí."""
1318,test,J,"""Oblouk se každý jasní, třpytí"""
1319,test,J,"""z tisíců sestávaje srpů."""
1320,test,J,"""Nám jeden půlměsíček svítí,"""
1321,test,J,"""chtě kosit modrou nebes chrpu."""
1322,test,J,"""Tam měsíčků je na tisíce,"""
1323,test,J,"""své mají ouplňky a čtvrti,"""
1324,test,J,"""a měsíce ty, blýskajíce"""
1325,test,J,"""jak drahokamy v zlata drti,"""
1326,test,J,"""jak barevný prach na vějíři,"""
1327,test,J,"""jak barevný pel na motýlích,"""
1328,test,J,"""v soustavě oblouků tří víří."""
1329,test,J,"""Ach, jaký pohled v dlouhých chvílích!"""
1330,test,J,"""A nad oblouky v nebes moři"""
1331,test,J,"""měsíců velkých osm plove,"""
1332,test,J,"""jeden se v dálky nebes noří,"""
1333,test,J,"""jeden se blíží, jakby nové"""
1334,test,J,"""přinášel zvěsti; zatměn jeden"""
1335,test,J,"""a druhý zlato kolem leje."""
1336,test,J,"""Tam do jiných snů duch je veden;"""
1337,test,J,"""tam jiný horizont než zde je."""
1338,test,J,"""Váš nápad duchaplný jistě,"""
1339,test,J,"""leč přidat něco dovolte mi."""
1340,test,J,"""Nech malíř dole, na tom místě,"""
1341,test,J,"""přidá i Saturňanův zemi."""
1342,test,J,"""Já domnívám se, že tam tvorů"""
1343,test,J,"""dost imposantních sbírka asi."""
1344,test,J,"""Nech vymaluje na obzoru"""
1345,test,J,"""kouřících bařin širé massy,"""
1346,test,J,"""v nichž potvor tisíce se válí,"""
1347,test,J,"""však potvor, za barvu jež stojí;"""
1348,test,J,"""co Breughel maloval, to z dáli"""
1349,test,J,"""as podobá se tomu roji,"""
1350,test,J,"""jejž v mysli mám. Co krokodily,"""
1351,test,J,"""megalotheria a draci,"""
1352,test,J,"""co dávní ještěrové byli,"""
1353,test,J,"""to sloužiž jen imaginaci."""
1354,test,J,"""To všecko zvětšit, skombinovat"""
1355,test,J,"""a namalovat lítých hovad,"""
1356,test,J,"""jak jedno na druhé si číhá"""
1357,test,J,"""a to onomu neubíhá –"""
1358,test,J,"""To obraz bohat na motivy."""
1359,test,J,"""A, prosím, nijak nepravdivý."""
1360,test,J,"""Tak vypadá to tam a všude,"""
1361,test,J,"""není-li, bylo nebo bude."""
1362,test,J,"""Ne z listu knihy, z listu stromu čtiž!"""
1363,test,J,"""Utrhni sobě s lípy jediný"""
1364,test,J,"""a drž jej, proti světlu prohlížej,"""
1365,test,J,"""jak krásná v něm a pravidelná síť"""
1366,test,J,"""se rozepřádá, jdouc až ku kraji –"""
1367,test,J,"""síť žilek, jimiž šťávy kolují,"""
1368,test,J,"""by buňkám daly čerstvou potravu."""
1369,test,J,"""Života stromu tak jsi urval kus."""
1370,test,J,"""Kde stopka listu k stromu připjata,"""
1371,test,J,"""tam cévy do ní z větve vstupují,"""
1372,test,J,"""jimiž se proudí šťáva životní."""
1373,test,J,"""Cévy pak ze pně jdou a sahají"""
1374,test,J,"""až ke kořenům v zemi rozpjatým,"""
1375,test,J,"""jichž konečky jsou jemné pavučí."""
1376,test,J,"""V kořínkách pracovníkův nepočet,"""
1377,test,J,"""buniček malých, samých dělníkův,"""
1378,test,J,"""jež z prsti vyrábějí dolivo"""
1379,test,J,"""jak horníci, co v dolech pracují."""
1380,test,J,"""Tam bakterií rody všeliké,"""
1381,test,J,"""podobny jaksi kastám otrokův,"""
1382,test,J,"""jim pomahají, v prsti hrabou se,"""
1383,test,J,"""ji rozštěpujou, lámou v částice"""
1384,test,J,"""a molekuly staví, rovnají."""
1385,test,J,"""Tu práci sleduj v duchu ještě dál:"""
1386,test,J,"""kde molekula jen se odšine,"""
1387,test,J,"""již jiná musí prostor nahradit,"""
1388,test,J,"""a kde má práce ta své skončení,"""
1389,test,J,"""jak hluboko jde v země útroby?"""
1390,test,J,"""A zase k listu vrať se myšlénkou."""
1391,test,J,"""Tkaň jeho ukazuje drobnohled:"""
1392,test,J,"""buniček řady, čety, čeledi"""
1393,test,J,"""ve vrstvy, pásma ladně srovnaných,"""
1394,test,J,"""z nichž každá samostatnou bytostí,"""
1395,test,J,"""jež na jaře se všecky rodily,"""
1396,test,J,"""když z větve pučel listen mladistvý."""
1397,test,J,"""S měsíce kdyby oko patřilo,"""
1398,test,J,"""zeleně jemný tón by potěšil,"""
1399,test,J,"""jímž oběžnice země pokryta,"""
1400,test,J,"""kde lesů spousty jdou a prérií;"""
1401,test,J,"""tu zeleň robí listu buničky,"""
1402,test,J,"""ji v drobnohledu v zrnkách malých zříš."""
1403,test,J,"""A mezi buničkami otvory"""
1404,test,J,"""jsou průdušnice skryty bylinné,"""
1405,test,J,"""z nichž vane dech, jak ze plic zvířete,"""
1406,test,J,"""jež stále ztrácejí se do vzduchu."""
1407,test,J,"""A kde se molekula pošine,"""
1408,test,J,"""tam jiné vstoupiti jest na místo,"""
1409,test,J,"""a kde má práce ta své skončení,"""
1410,test,J,"""jak vysoko jde v nebes výšinu?"""
1411,test,J,"""Až podzim od severu přikvačí,"""
1412,test,J,"""té práci bude konec žalostný."""
1413,test,J,"""Co list, vše vadne, sžloutne, opadá,"""
1414,test,J,"""a seschlých listů zbytky zkroucené"""
1415,test,J,"""před sebou vichr plání požene,"""
1416,test,J,"""mrtvoly buněk malých stíhaje."""
1417,test,J,"""Když bělokorá bříza šepotá,"""
1418,test,J,"""když o polednách zdlouha dýchá les,"""
1419,test,J,"""když v sýkotách se klepe osyka,"""
1420,test,J,"""když v bouři lípa lomí rameny"""
1421,test,J,"""a větve javorů když skřípají –"""
1422,test,J,"""Dryady Řekův jakby mluvily."""
1423,test,J,"""Dryady, slepy jste – strom nevidí!"""
1424,test,J,"""Dryady, hluchy jste – strom neslyší!"""
1425,test,J,"""A přece žije strom a duši má,"""
1426,test,J,"""života jeho taj je hluboký,"""
1427,test,J,"""ač smyslů lidských jemu netřeba."""
1428,test,J,"""Což netluče nám srdce ve spaní,"""
1429,test,J,"""když mozek prost a prázden milých snův?"""
1430,test,J,"""Což nehojí se rána vojínu,"""
1431,test,J,"""jenž polomrtev kdesi nalezen"""
1432,test,J,"""v mrákotách leží dní a nocí čas?"""
1433,test,J,"""Což neporodí žena bez smyslů,"""
1434,test,J,"""když tluče plod na bránu života?"""
1435,test,J,"""Což život není víc než myšlení?"""
1436,test,J,"""Což problém světa jest jen – logika?"""
1437,test,J,"""Procházkou u Kundstruppu Tyge Brahe šel,"""
1438,test,J,"""už zima bylo, listopad ten jasný byl;"""
1439,test,J,"""a hledě k zenitu, ke smrti ustrnul."""
1440,test,J,"""V Kassiopeji vedle „Kappa“ hvězdice"""
1441,test,J,"""tam stála hvězda nová, velká, přeskvoucí."""
1442,test,J,"""I zavolal své druhy všecky z hvězdárny"""
1443,test,J,"""a ptal se mimojdoucích lidí teskně všech,"""
1444,test,J,"""zda vidí hvězdu tu. Že sešílel, se bál."""
1445,test,J,"""A hvězda stála, přibývalo lesku jí,"""
1446,test,J,"""až vévodila stálicím i planetám"""
1447,test,J,"""a nade všemi panovala v nebesku."""
1448,test,J,"""Však z jara ubývalo málem lesku jí"""
1449,test,J,"""a v roce zmizela. Svět celý viděl to,"""
1450,test,J,"""a posud neví nikdo, odkud vzala se,"""
1451,test,J,"""kam šla a jaký osud má, co znamenal"""
1452,test,J,"""ten okamžik, jenž velké boží bytosti"""
1453,test,J,"""jest jako záblesk v oku smrtelníků nás."""
1454,test,J,"""A odkud jdeme my a kam se berem’ my?"""
1455,test,J,"""Zde břízy žloutnou jako zlato"""
1456,test,J,"""a rudne buk; je jeseň laskavá;"""
1457,test,J,"""jen jednou padlo jíní na to;"""
1458,test,J,"""vždyť táhne na svatého Václava."""
1459,test,J,"""Cos prolhaného vrabci šepcí"""
1460,test,J,"""a plno nesmyslu kře hovoří."""
1461,test,J,"""Tak zavezte mne, koně křepcí,"""
1462,test,J,"""dnes kousek dále v naše pohoří."""
1463,test,J,"""Co se mnou jezdívali tuto,"""
1464,test,J,"""už arci nechodí a nejezdí."""
1465,test,J,"""Dnes cítím, jak to heslo kruto,"""
1466,test,J,"""jež hřbitovních sem vane ode zdí."""
1467,test,J,"""Nač mluvit čase o bývalém?"""
1468,test,J,"""Ta struna zaznívá vždy smutněji."""
1469,test,J,"""„Tak jeďte hezky mírným cvalem"""
1470,test,J,"""tou dlouhou jeřabinek alejí.“"""
1471,test,J,"""Silnice rovná jako proutek,"""
1472,test,J,"""ves stařičká, tam mlýnek ospalý –"""
1473,test,J,"""Ach jest to, jest ten horský koutek,"""
1474,test,J,"""čas na mne zevšad zírá bývalý."""
1475,test,J,"""„Teď zajedeme v panské lesy"""
1476,test,J,"""a rovně vzhůru kolem myslivny!“"""
1477,test,J,"""Skotáci pýřku pálí kdesi,"""
1478,test,J,"""tu v lese zašel puch ten protivný."""
1479,test,J,"""Jedeme. – Kočí oprať spouští,"""
1480,test,J,"""by koně měli chvíli oddechu,"""
1481,test,J,"""a ukazuje bičem v houští,"""
1482,test,J,"""kde srnka v padol pádí po mechu."""
1483,test,J,"""„Až pod kaplí zas zastavíme!“"""
1484,test,J,"""Tam vidět na mnoho mil do kraje."""
1485,test,J,"""A stromy, mechy, všecko dříme,"""
1486,test,J,"""jen soják hlídá, občas volaje."""
1487,test,J,"""Nad lesem ptáci letí k jihu,"""
1488,test,J,"""ach nebojte se, nejsem nadlesní;"""
1489,test,J,"""pozdravte jihu pouště, v mihu"""
1490,test,J,"""i studánku, jež na oáze sní."""
1491,test,J,"""Já táhnu v opak ku severu,"""
1492,test,J,"""kam ukazují všecky kompasy,"""
1493,test,J,"""kde jediný den v pološeru"""
1494,test,J,"""s jedinou nocí roku zápasí."""
1495,test,J,"""Tam z ledu Mráz si dómy staví,"""
1496,test,J,"""kry vzpírají se, hlomozí,"""
1497,test,J,"""ve stavbě míhají se, baví"""
1498,test,J,"""ssavcové bezrucí a beznozí."""
1499,test,J,"""Proud golfu teplý podemílá"""
1500,test,J,"""paláců ledných skvělé mámení,"""
1501,test,J,"""na troskách plave čeleď milá –"""
1502,test,J,"""mrož mrzutý, šibalští tuleni,"""
1503,test,J,"""a bílý medvěd ve úkrytu."""
1504,test,J,"""Kol pólu šílí kruhem vichřice,"""
1505,test,J,"""cos zabělalo u zenitu"""
1506,test,J,"""a magnetky se točí tančíce."""
1507,test,J,"""Co děje se? Viz, ohňostroje"""
1508,test,J,"""severní záře víří po nebi!"""
1509,test,J,"""Ach, země máti, žití Tvoje,"""
1510,test,J,"""tak složité a plno veleby,"""
1511,test,J,"""mou šedivou už mučí hlavu,"""
1512,test,J,"""jež luští těžkou světa pohádku,"""
1513,test,J,"""a rozluštit ji není v stavu."""
1514,test,J,"""„Tak jeďme, do noci už na krátku!“"""
1515,test,J,"""Jde na půlnoc. Tu Tvoje žena spí,"""
1516,test,J,"""tam děti schouleny jsou v ložích."""
1517,test,J,"""Teď okna otevři v klid půlnoční,"""
1518,test,J,"""ať z dalekých těch sadů božích"""
1519,test,J,"""sem prší světla stálic tiše,"""
1520,test,J,"""ať spáčům po tvářích se vlní,"""
1521,test,J,"""ať svatý éter místa plní,"""
1522,test,J,"""kde tvoje mladá čeleď ve snu dýše."""
1523,test,J,"""Sám zadívej se z okna v hvězdnou noc"""
1524,test,J,"""a pozoruj a měř ty kruhy,"""
1525,test,J,"""jak hvězdy vodí tíhy věčná moc"""
1526,test,J,"""po drahách, jež jak oblouk duhy."""
1527,test,J,"""Tam krouží Arktur zlatožlutý,"""
1528,test,J,"""tam modrý Sirius, tam bílá Spica –"""
1529,test,J,"""dvé hvězd tam – jakby švihly pruty –"""
1530,test,J,"""přelétlo, však se z dráhy nevymyká."""
1531,test,J,"""Mhy, deště zakryjí ti často vzhled"""
1532,test,J,"""k těch hodin nemylnému kroku,"""
1533,test,J,"""čas přijde, kde ti vzejdou naposled."""
1534,test,J,"""Přej nocí jasných svému oku,"""
1535,test,J,"""a dnes už poruč své i sebe"""
1536,test,J,"""sil věčných moci, chvilku prodli,"""
1537,test,J,"""hoď srdce své v to jasné nebe,"""
1538,test,J,"""jak člověk, jenž se posledníkrát modlí."""
